Date,PP01,Discharge,TX01,TX02,TX04,stno
2008/1/1,0.04,9.675925926,7.958333333,11,6.4,C0C460
2008/1/2,0,11.12037037,8.783333333,12.7,6.2,C0C460
2008/1/3,0.04,9.574074074,13.3125,18.7,9.4,C0C460
2008/1/4,0,15.43055556,13.60909091,19.2,10.1,C0C460
2008/1/5,0.18,14.53703704,13.425,16.7,10.9,C0C460
2008/1/6,0.04,11.42824074,16.93333333,21.2,14.8,C0C460
2008/1/7,0,13.49537037,18.02916667,22.8,15.2,C0C460
2008/1/8,0,10.77777778,18.8,22.5,16.2,C0C460
2008/1/9,0,12.45023148,18.9625,23.9,16.5,C0C460
2008/1/10,0,7.540509259,19.15416667,25.4,15.5,C0C460
2008/1/11,0,6.439814815,19.65833333,25.9,15.1,C0C460
2008/1/12,0.36,10.6099537,18.6625,24.1,15.3,C0C460
2008/1/13,4.78,12.42361111,13.71666667,15.6,12.2,C0C460
2008/1/14,3.32,9.269675926,12.1,13.6,10.8,C0C460
2008/1/15,4.33,9.927083333,13.46666667,18.6,10.9,C0C460
2008/1/16,2.11,12.58796296,11.2375,12.4,10,C0C460
2008/1/17,0.62,11.87268519,12.9875,18,10.8,C0C460
2008/1/18,0.9,11.71875,15.2625,20.7,12.3,C0C460
2008/1/19,0.12,6.913194444,17.45416667,22.4,14.3,C0C460
2008/1/20,0,12.15277778,17.3,24.3,13.2,C0C460
2008/1/21,0.04,13.45833333,15.12916667,18.3,13.7,C0C460
2008/1/22,0.08,8.465277778,15.01666667,16.8,13.6,C0C460
2008/1/23,0.16,8.167824074,14.3125,17.8,12.3,C0C460
2008/1/24,0.57,7.319444444,11.52083333,12.4,10.6,C0C460
2008/1/25,4.21,11.0775463,14.425,18.3,11.3,C0C460
2008/1/26,19.35,8.496527778,14.22083333,16.2,11.9,C0C460
2008/1/27,2.19,12.24537037,12.37916667,14.9,11.4,C0C460
2008/1/28,0.26,17.19907407,12.94583333,13.8,11.8,C0C460
2008/1/29,2.47,13.8275463,12.97916667,20.6,10.6,C0C460
2008/1/30,0.41,11.97685185,11.59583333,13.8,9.6,C0C460
2008/1/31,10.54,9.462962963,10.0125,11.4,9.2,C0C460
2008/2/1,0.53,17.64699074,12.775,17.4,10.3,C0C460
2008/2/2,2.6,12.33217593,11.2375,13.6,9.8,C0C460
2008/2/3,13.84,12.88194444,7.8375,9.6,6.7,C0C460
2008/2/4,2.98,21.94212963,11.80833333,13.7,9.2,C0C460
2008/2/5,19.82,15.81365741,12.38333333,15.6,10.2,C0C460
2008/2/6,3.61,24.46527778,9.0375,10.6,8.3,C0C460
2008/2/7,11.25,37.8912037,9.466666667,11.3,8.5,C0C460
2008/2/8,2.21,29.55208333,10.18333333,12.3,9,C0C460
2008/2/9,1.5,26.91782407,6.645833333,8.7,5.2,C0C460
2008/2/10,0.12,22.38194444,9.3,11.7,7,C0C460
2008/2/11,2.88,22.48958333,9.758333333,11.7,7.3,C0C460
2008/2/12,1.96,20.16782407,6.0125,7.1,4.4,C0C460
2008/2/13,0.12,23.14699074,5.745833333,7.2,4.2,C0C460
2008/2/14,0.65,19.87152778,8.333333333,9.2,7.4,C0C460
2008/2/15,0.32,18.53703704,7.925,9.9,6.4,C0C460
2008/2/16,0.16,13.29282407,13.4625,19,10.2,C0C460
2008/2/17,0.45,16.35532407,16.2125,21.7,13.1,C0C460
2008/2/18,1.98,13.51851852,15.36666667,20.9,12.2,C0C460
2008/2/19,1.26,15.38888889,13.6625,18.6,11.4,C0C460
2008/2/20,0.16,13.22453704,14,19.3,9.5,C0C460
2008/2/21,0.08,15.06481481,15.97916667,21.8,10.5,C0C460
2008/2/22,0,13.75231481,17.75416667,21.3,15.4,C0C460
2008/2/23,12.58,12.20949074,14.79583333,19.1,11.7,C0C460
2008/2/24,1.89,11.81712963,14.60416667,19.8,11.6,C0C460
2008/2/25,0.5,14.1875,15.3625,18.5,13.4,C0C460
2008/2/26,4.59,17.44212963,11.58333333,15.3,6.6,C0C460
2008/2/27,0.33,14.34143519,7.304166667,8.2,6.5,C0C460
2008/2/28,0,12.3275463,10.38333333,13.8,7.9,C0C460
2008/2/29,0.3,12.56944444,10.85833333,13.5,9.1,C0C460
2008/3/1,0.54,13.05092593,14.37916667,21,9.1,C0C460
2008/3/2,0.3,12.11689815,15.6875,20.3,12.8,C0C460
2008/3/3,0,10.55671296,14.8,20.6,11.2,C0C460
2008/3/4,0,9.52662037,12.74583333,18.5,9.1,C0C460
2008/3/5,0,9.891203704,13.47916667,19.5,8.6,C0C460
2008/3/6,0,8.349537037,15.37083333,20.8,10.9,C0C460
2008/3/7,0,8.37962963,16.09166667,22.1,10.8,C0C460
2008/3/8,0,10.68055556,13.58333333,18.8,11.2,C0C460
2008/3/9,0.04,10.28356481,14.1625,17.3,10.1,C0C460
2008/3/10,6.89,7.949074074,15.175,16.8,14.1,C0C460
2008/3/11,0.16,8.709490741,17.32916667,22.3,13,C0C460
2008/3/12,0.18,10.34722222,19.79166667,25.7,13.5,C0C460
2008/3/13,0.18,6.247685185,18.35833333,22,16.1,C0C460
2008/3/14,4.95,6.693287037,14.83333333,16.2,14.1,C0C460
2008/3/15,0.28,10.36921296,16.375,21.6,12.6,C0C460
2008/3/16,0.14,9.224537037,17.14583333,21.8,14.7,C0C460
2008/3/17,0.04,7.248842593,17.05416667,21.6,14.8,C0C460
2008/3/18,12.75,4.141203704,17.70416667,23.5,15.4,C0C460
2008/3/19,6.04,12.77777778,15.0625,17.5,12.1,C0C460
2008/3/20,0,19.17476852,17.14583333,24.1,12.7,C0C460
2008/3/21,0,9.766203704,17.55833333,22.8,14.9,C0C460
2008/3/22,4.12,11.85648148,18.27083333,22.9,14.9,C0C460
2008/3/23,25,7.688657407,14.0875,17.1,11.6,C0C460
2008/3/24,0.04,23.79861111,15.61666667,19.3,13,C0C460
2008/3/25,0,15.97453704,16.68333333,22,12,C0C460
2008/3/26,0.27,11.48032407,17.1375,21.7,14.8,C0C460
2008/3/27,0,9.030092593,17.74166667,25.5,12.9,C0C460
2008/3/28,0,10.03009259,18.425,24.4,13.9,C0C460
2008/3/29,0.14,9.550925926,20.31666667,25.5,16.6,C0C460
2008/3/30,5.32,9,16.95833333,21.2,13.4,C0C460
2008/3/31,77.09,9.777777778,11.95416667,13,11.2,C0C460
2008/4/1,28.05,66.22916667,13.93913043,15.2,12,C0C460
2008/4/2,2.23,157.6851852,15.92916667,18.4,14.1,C0C460
2008/4/3,2.59,90.99305556,14.03333333,15.8,12.9,C0C460
2008/4/4,0.34,56.44328704,17.88333333,22.1,15.7,C0C460
2008/4/5,0,41.39930556,20.46666667,27.3,16.5,C0C460
2008/4/6,0,33.39814815,21.85,28.7,16.8,C0C460
2008/4/7,0,28.59259259,22.62916667,30.1,17.8,C0C460
2008/4/8,0,24.80555556,22.66666667,27.3,19.3,C0C460
2008/4/9,1.92,20.83680556,22.74166667,29.5,19.1,C0C460
2008/4/10,0.96,20.34027778,18.78333333,22.1,16.8,C0C460
2008/4/11,1,22.76157407,18.85,22.1,17,C0C460
2008/4/12,0,19.12037037,19.12083333,21.6,18.1,C0C460
2008/4/13,0.87,17.29861111,17.80416667,19.1,16.4,C0C460
2008/4/14,0,16.89351852,18.4875,22,15.8,C0C460
2008/4/15,0,15.83796296,21.57916667,26.9,17.4,C0C460
2008/4/16,4.73,13.87731481,22.5875,27.2,18.3,C0C460
2008/4/17,21.98,14.80787037,20.69583333,24.8,17.3,C0C460
2008/4/18,2.41,51.50231481,19.7625,24.3,16.5,C0C460
2008/4/19,0.29,25.04282407,22.75,27.4,18.6,C0C460
2008/4/20,2.6,21.15277778,23.04166667,26.4,20.2,C0C460
2008/4/21,9.52,15.68865741,21.0875,24.1,20,C0C460
2008/4/22,4.42,22.93865741,19.39166667,21.6,17.7,C0C460
2008/4/23,0.3,32.11342593,16.00833333,17.6,14.5,C0C460
2008/4/24,0.7,21.33912037,14.17083333,15.3,13.3,C0C460
2008/4/25,0,18.44444444,17.4,23,13.5,C0C460
2008/4/26,0,15.70949074,20.5375,27.3,15.1,C0C460
2008/4/27,0,14.69907407,20.68333333,25.9,16.9,C0C460
2008/4/28,4.52,12.98032407,18.84166667,21.1,17.2,C0C460
2008/4/29,6.61,15.0787037,20.48333333,24.2,17.5,C0C460
2008/4/30,0.72,12.62384259,21.27083333,24.2,20.1,C0C460
2008/5/1,12.64,12.34953704,20.63333333,23.5,18.4,C0C460
2008/5/2,0,16.89351852,22.32083333,27.6,18.8,C0C460
2008/5/3,0,16.74305556,22.99583333,28.6,19.3,C0C460
2008/5/4,0,13.03703704,23.25416667,26.8,19.5,C0C460
2008/5/5,17.59,12.38425926,17.825,21.8,14.5,C0C460
2008/5/6,11.17,17.5474537,18.30833333,19.5,17.7,C0C460
2008/5/7,25.87,22.22800926,19.25,20.5,18.3,C0C460
2008/5/8,0.11,48.50694444,22.26521739,26.9,18.5,C0C460
2008/5/9,0.89,88.93865741,24.225,30.5,20,C0C460
2008/5/10,5.48,30.40509259,17.7125,19.7,15.6,C0C460
2008/5/11,0,27.45949074,17.625,22.2,13.5,C0C460
2008/5/12,0,23.34490741,18.99583333,25.8,11.9,C0C460
2008/5/13,0.12,15.93055556,21.45416667,26.7,16.3,C0C460
2008/5/14,0.04,15.80555556,21.14166667,23.3,19.8,C0C460
2008/5/15,0.37,14.78472222,22.18333333,27.7,18.7,C0C460
2008/5/16,0.04,11.71296296,21.8625,26.6,18,C0C460
2008/5/17,1.4,11.72453704,22.79166667,29.3,19.2,C0C460
2008/5/18,0.09,12.03587963,23.65833333,29.6,20.1,C0C460
2008/5/19,13.73,11.26736111,19.025,22.4,12,C0C460
2008/5/20,4.93,6.563657407,19.98333333,27.1,12.8,C0C460
2008/5/21,2.48,15.83333333,21.26666667,26,18.5,C0C460
2008/5/22,26.55,10.41550926,22.45,27.5,19.9,C0C460
2008/5/23,5.25,26.62962963,24.41666667,29.5,20.6,C0C460
2008/5/24,1.22,23.67708333,23.96666667,28.5,21.9,C0C460
2008/5/25,45.37,11.10300926,23.125,29.2,21,C0C460
2008/5/26,4.56,32.87152778,22.34166667,25.9,20.7,C0C460
2008/5/27,9.6,55.0787037,23.10416667,28.3,20.7,C0C460
2008/5/28,0,43.67013889,25.27083333,31.3,20.8,C0C460
2008/5/29,2.06,37.80902778,25.025,29.8,21.3,C0C460
2008/5/30,15.54,27.09027778,24.82083333,30.9,20.5,C0C460
2008/5/31,5.32,33.70833333,20.56666667,23.4,18.6,C0C460
2008/6/1,1.06,35.53125,21.04166667,22.6,19.1,C0C460
2008/6/2,14.81,26.77546296,20.975,22.1,20.4,C0C460
2008/6/3,14.63,25.79050926,20.79583333,22.1,20.4,C0C460
2008/6/4,5.62,40.72916667,22.20833333,25.4,20.5,C0C460
2008/6/5,0.76,43.67476852,23.42916667,27.7,19.1,C0C460
2008/6/6,0.3,34.91550926,22.98333333,26.2,20.6,C0C460
2008/6/7,1.53,26.89930556,23.37083333,28.3,20.2,C0C460
2008/6/8,0.48,25.96875,24.1375,28.6,21,C0C460
2008/6/9,3.06,19.56018519,23.9625,29.7,21.9,C0C460
2008/6/10,0.28,51.91087963,24.6125,29.8,20.5,C0C460
2008/6/11,0,27.20023148,25.01666667,30.6,21.6,C0C460
2008/6/12,30.67,18.91782407,21.69166667,27,19.9,C0C460
2008/6/13,2.73,24.31481481,22.86521739,28.8,20.3,C0C460
2008/6/14,8.74,41.46875,22.12916667,25.5,21.2,C0C460
2008/6/15,19.48,30.90046296,23.10416667,27.9,20.6,C0C460
2008/6/16,52.1,36.77777778,22.60416667,26,20.6,C0C460
2008/6/17,4.44,154.03125,23.63181818,27.6,21,C0C460
2008/6/18,9.22,108.8796296,23.81666667,29.3,21.7,C0C460
2008/6/19,0.5,58.84722222,24.69166667,30.1,21.5,C0C460
2008/6/20,0,57.03472222,25.95833333,31.1,21.7,C0C460
2008/6/21,0,37.37962963,25.75833333,29.8,22.8,C0C460
2008/6/22,0,32.15393519,26.25416667,33.2,21.2,C0C460
2008/6/23,0,28.67939815,26.14583333,32.5,21.7,C0C460
2008/6/24,0.84,28.09722222,25.55,30.7,22.9,C0C460
2008/6/25,1.27,24.03009259,25.84583333,31.6,22.6,C0C460
2008/6/26,0.24,23.85763889,25.52916667,31.1,21.9,C0C460
2008/6/27,1.96,21.65046296,25.09583333,28.8,22.8,C0C460
2008/6/28,7.11,19.29398148,25.45833333,31.7,21.8,C0C460
2008/6/29,39,17.20023148,24.42083333,30,22.1,C0C460
2008/6/30,23.99,31.49884259,23.77916667,29.1,21.7,C0C460
2008/7/1,2.53,62.48958333,24.75416667,29.6,21.1,C0C460
2008/7/2,1.34,46.55787037,26.07916667,30.3,23.1,C0C460
2008/7/3,0,27.04861111,26.54583333,31.6,22.8,C0C460
2008/7/4,0.17,25.87847222,25.725,30.5,22,C0C460
2008/7/5,1.9,23.41435185,25.19583333,29.4,22.3,C0C460
2008/7/6,1.48,28.28819444,24.68333333,29.2,22.4,C0C460
2008/7/7,5.75,23.39236111,25.00416667,30.5,21.5,C0C460
2008/7/8,11.08,17.38888889,24.1,29.2,22,C0C460
2008/7/9,23.25,24.26851852,22.85,27,20.9,C0C460
2008/7/10,8.61,43.86689815,23.8875,28.3,20.4,C0C460
2008/7/11,11.55,42.07407407,23.97083333,29.4,21.7,C0C460
2008/7/12,0.71,57.8912037,24.34583333,28.7,21.4,C0C460
2008/7/13,0.24,49.22453704,25.0375,30.1,22.8,C0C460
2008/7/14,0,32.99652778,25.6375,29.3,22.2,C0C460
2008/7/15,0,28.31018519,26.025,30.8,22.1,C0C460
2008/7/16,0.04,19.56365741,26.825,30.8,22.4,C0C460
2008/7/17,38.03,22.23958333,24.59166667,27.8,23.1,C0C460
2008/7/18,50,35.00694444,22.87916667,24,22.1,C0C460
2008/7/19,0.26,123.4363426,25.01666667,29.9,21.9,C0C460
2008/7/20,0.61,83.61458333,26.07083333,30.6,21.7,C0C460
2008/7/21,0.04,51.32986111,26.65833333,32,22.5,C0C460
2008/7/22,8.16,42.54861111,25.95,31,22.4,C0C460
2008/7/23,0,36.10416667,25.99166667,30.9,22.7,C0C460
2008/7/24,0,35.0775463,26.9625,33.7,22.5,C0C460
2008/7/25,0,27.97569444,27.30416667,33.4,23.2,C0C460
2008/7/26,16.82,28.68055556,26.5125,31.9,22.1,C0C460
2008/7/27,91.62,26.28472222,23.99583333,27.5,21.9,C0C460
2008/7/28,168.6,85.38310185,24.34166667,26.4,22.9,C0C460
2008/7/29,1.67,1085.644676,24.025,25.7,22.7,C0C460
2008/7/30,0.51,311.0486111,24.82916667,29.3,22.4,C0C460
2008/7/31,0.12,174.9039352,24.74583333,29.6,21.6,C0C460
2008/8/1,0,123.8946759,25.0625,29.4,22.3,C0C460
2008/8/2,0,100.818287,25.1375,30.1,21.5,C0C460
2008/8/3,0,84.28819444,24.64166667,27.5,22.4,C0C460
2008/8/4,0.04,73.44212963,26.15416667,30.7,21.7,C0C460
2008/8/5,0.14,65.42708333,25.6125,30.7,22.1,C0C460
2008/8/6,0,58.54861111,25.30833333,29.2,21.5,C0C460
2008/8/7,0,52.68981481,25.3875,29.7,22.2,C0C460
2008/8/8,0,47.97453704,25.35833333,30.3,21.2,C0C460
2008/8/9,3.03,42.05671296,23.7875,28.8,21,C0C460
2008/8/10,22.65,44.29861111,23.55416667,30.3,20.3,C0C460
2008/8/11,2.73,50.37847222,24.31666667,29.1,21.2,C0C460
2008/8/12,0,49.78240741,24.9375,29.5,20.8,C0C460
2008/8/13,2.85,41.00115741,26.13333333,31,22.2,C0C460
2008/8/14,2.26,34.39699074,26.0375,32,23.3,C0C460
2008/8/15,17.32,35.15740741,25.55833333,32.6,22.7,C0C460
2008/8/16,1.19,39.10185185,25.575,30.3,22.2,C0C460
2008/8/17,5.41,33.46990741,25.15416667,29.8,23.1,C0C460
2008/8/18,0.08,41.14236111,25.825,31,22.4,C0C460
2008/8/19,0,37.93981481,26.575,32.9,22.5,C0C460
2008/8/20,0,25.06944444,26.33333333,32.3,22.1,C0C460
2008/8/21,0.75,25.69791667,25.825,30.2,23.5,C0C460
2008/8/22,0.17,23.48148148,26.0875,31,22.9,C0C460
2008/8/23,2.49,23.06018519,25.23333333,30.7,22.5,C0C460
2008/8/24,1.86,25.29976852,25.275,31.8,21.8,C0C460
2008/8/25,0.28,22.20949074,25.575,29.8,22.1,C0C460
2008/8/26,0,20.15856481,25.17083333,32.2,20.7,C0C460
2008/8/27,3.71,17.92708333,25.3375,29.6,21.9,C0C460
2008/8/28,0.64,19.29861111,26.51666667,32.7,23.1,C0C460
2008/8/29,1.95,19.31828704,25.09583333,29.7,21.9,C0C460
2008/8/30,0,19.8900463,24.925,30,21.8,C0C460
2008/8/31,0,17.59953704,24.80833333,29.6,21.6,C0C460
2008/9/1,0.6,16.58449074,23.62083333,27.1,21.7,C0C460
2008/9/2,9.66,16.98611111,22.30416667,23,21.6,C0C460
2008/9/3,4.21,18.75925926,23.9125,28.2,21.6,C0C460
2008/9/4,6.22,16.76851852,23.35833333,30.2,21,C0C460
2008/9/5,25.3,28.74884259,22.62916667,30,20.7,C0C460
2008/9/6,0.74,30.95949074,24.35,28.7,21.3,C0C460
2008/9/7,0,31.60648148,25.175,30.7,20.3,C0C460
2008/9/8,0,23.15856481,25.8125,30.4,22.9,C0C460
2008/9/9,0,18.12268519,25.85,29.5,21.7,C0C460
2008/9/10,0.5,15.54050926,26.15,30.4,21.8,C0C460
2008/9/11,18.3,15.11574074,25.0625,30.2,21.2,C0C460
2008/9/12,171.31,17.01851852,22.75416667,24.2,20.7,C0C460
2008/9/13,362.43,216.0162037,23.15416667,24,22.7,C0C460
2008/9/14,333.23,1984.809028,22.85,23.5,21.7,C0C460
2008/9/15,35.48,2956.721065,23.65833333,25.9,21.5,C0C460
2008/9/16,2.69,1380.625,24.5625,27.2,23,C0C460
2008/9/17,0,484.2905093,25.25833333,30.2,21.6,C0C460
2008/9/18,0.45,285.2152778,25.19583333,30.6,21.7,C0C460
2008/9/19,0.28,206.5902778,25.17083333,30.3,22.5,C0C460
2008/9/20,0,167.3912037,24.90416667,29.5,22.2,C0C460
2008/9/21,0,141.2523148,25.78333333,31.6,21.1,C0C460
2008/9/22,13.23,119.3310185,26.6125,29.3,24.7,C0C460
2008/9/23,1.9,109.7291667,27.22083333,33.1,23.1,C0C460
2008/9/24,0,113.6898148,26.02083333,32.4,22.7,C0C460
2008/9/25,0,93.52430556,25.94583333,30.5,22.6,C0C460
2008/9/26,0.91,82.58101852,26.18333333,31.3,22.9,C0C460
2008/9/27,45.72,68.55555556,21.9125,24.6,21.1,C0C460
2008/9/28,309.75,101.2361111,22.6125,24.3,21.7,C0C460
2008/9/29,40.29,1541.798611,21.21666667,23.3,19.5,C0C460
2008/9/30,8.59,878.4490741,20.025,21.4,19.2,C0C460
2008/10/1,0.08,414.525463,21.09166667,24.9,18.6,C0C460
2008/10/2,0,261.9166667,20.975,25,18.3,C0C460
2008/10/3,0.21,172.1990741,23.07083333,26.9,20,C0C460
2008/10/4,0.21,155.5949074,23.9375,29.6,20.9,C0C460
2008/10/5,22.14,132.5046296,23.475,29.6,21,C0C460
2008/10/6,3.62,126.087963,21.66666667,26.1,19.6,C0C460
2008/10/7,3.76,126.6296296,19.98333333,21.3,18.6,C0C460
2008/10/8,1.61,103.025463,23.55833333,28.9,19.9,C0C460
2008/10/9,0.48,88.44907407,24.06666667,27.5,21,C0C460
2008/10/10,0.34,86.81712963,23.97916667,29,20.4,C0C460
2008/10/11,1.4,80.10532407,23.10416667,26.9,20.5,C0C460
2008/10/12,0.54,67.50231481,21.025,24.8,18.9,C0C460
2008/10/13,4.24,65.56481481,22.02916667,26.8,18.4,C0C460
2008/10/14,0.5,60.65856481,23.5,27.4,19.8,C0C460
2008/10/15,3.47,58.40972222,24.57916667,28.2,22.2,C0C460
2008/10/16,2.46,48.54050926,25.85,30.4,23.2,C0C460
2008/10/17,5.3,53.02777778,24.525,28.4,21.3,C0C460
2008/10/18,0.79,56.61805556,24.275,28.4,21.1,C0C460
2008/10/19,0.64,52.38541667,24.34583333,28.8,21.1,C0C460
2008/10/20,0.7,44.07523148,24.07916667,28.4,21.7,C0C460
2008/10/21,0.04,35.85185185,24.08333333,29.3,21.5,C0C460
2008/10/22,0,38.87962963,23.29583333,27.5,20.4,C0C460
2008/10/23,0,44.13657407,23.27083333,28.9,19.7,C0C460
2008/10/24,1.85,34.66550926,23.73333333,27.4,20.3,C0C460
2008/10/25,0.22,28.38194444,23.8,27.4,20.9,C0C460
2008/10/26,0.08,31.03703704,22.92083333,28.1,20.5,C0C460
2008/10/27,1.14,36.74537037,21.07916667,23.7,20,C0C460
2008/10/28,0.36,26.42939815,22.55833333,28.7,19.3,C0C460
2008/10/29,0,22.80324074,22.90833333,27.8,19.7,C0C460
2008/10/30,0.04,26.79861111,23.52083333,28.8,20,C0C460
2008/10/31,0,29.85069444,23.39583333,29.6,19.7,C0C460
2008/11/1,0.16,22.7650463,23.3375,28.8,20.4,C0C460
2008/11/2,0.04,18.74884259,24.29166667,29.1,21.3,C0C460
2008/11/3,4.51,22.98842593,21.28333333,24.8,19.1,C0C460
2008/11/4,0.4,26.46296296,23.70833333,29.4,19.2,C0C460
2008/11/5,0,21.70833333,24.35416667,30.1,21.2,C0C460
2008/11/6,0.04,15.22453704,23.25833333,28.1,20.1,C0C460
2008/11/7,0,19.51851852,23.06666667,28.4,19.4,C0C460
2008/11/8,60.39,23.75925926,20.6,24.1,17.9,C0C460
2008/11/9,42.94,42.63888889,16.27916667,17.7,14.6,C0C460
2008/11/10,3.2,80.41898148,14.92916667,15.4,14.4,C0C460
2008/11/11,1.66,59.2650463,14.40833333,15.3,13.7,C0C460
2008/11/12,0.58,38.19444444,17.08333333,20.3,14.6,C0C460
2008/11/13,0.53,33.90046296,18.30833333,22.7,15.1,C0C460
2008/11/14,0.04,30.40625,19.22916667,25.3,16.3,C0C460
2008/11/15,0,27.87037037,20.12083333,25.8,16.1,C0C460
2008/11/16,2.44,24.79861111,17.87916667,20.5,16.1,C0C460
2008/11/17,0.22,22.83449074,17.74583333,20.5,16.6,C0C460
2008/11/18,0.96,21.55671296,15.72083333,17.3,13.7,C0C460
2008/11/19,1.22,20.72453704,11.69166667,13.3,9.8,C0C460
2008/11/20,0.04,19.46759259,13.61666667,16.9,10.9,C0C460
2008/11/21,0.58,20.36342593,17.7375,24.3,14,C0C460
2008/11/22,0,20.03935185,19.98333333,25.3,16.8,C0C460
2008/11/23,0.5,19.18518519,20.05833333,24,18.3,C0C460
2008/11/24,2.07,18.84722222,17.06666667,18.7,15.5,C0C460
2008/11/25,0.5,52.41550926,17.62916667,21.7,15.1,C0C460
2008/11/26,1.18,14.47453704,19.1625,22.8,16.8,C0C460
2008/11/27,2.13,17.07523148,13.77083333,17.3,8.6,C0C460
2008/11/28,0.14,16.72337963,10.05416667,14.2,6.7,C0C460
2008/11/29,0,14.53703704,11.26666667,16.5,6.2,C0C460
2008/11/30,0,16.02083333,14.3125,20,10.1,C0C460
2008/12/1,0,14.2349537,15.35833333,20.5,11.7,C0C460
2008/12/2,0,14.55902778,15.84583333,22,11.3,C0C460
2008/12/3,0,12.06944444,16.9125,22.9,13,C0C460
2008/12/4,0.1,10.56365741,17.54583333,24.7,13.6,C0C460
2008/12/5,8.48,14.27893519,10.74583333,12.9,9.4,C0C460
2008/12/6,1.57,11.69791667,9.9625,12.9,8,C0C460
2008/12/7,0.14,16.0474537,13.20833333,19.8,7.3,C0C460
2008/12/8,2.61,11.06365741,14.10833333,19.9,10.9,C0C460
2008/12/9,0.07,10.84953704,14.62916667,20.1,11.4,C0C460
2008/12/10,0,9.753472222,16.67916667,23.4,12.5,C0C460
2008/12/11,0.04,13.59722222,16.2125,21.5,11.2,C0C460
2008/12/12,0,11.65277778,17.51666667,21.3,14.4,C0C460
2008/12/13,0,13.875,16.85416667,21.3,13.9,C0C460
2008/12/14,0.3,8.759259259,11.95416667,13.4,10.8,C0C460
2008/12/15,0.14,10.01967593,11.38333333,14.2,10,C0C460
2008/12/16,0,9.144675926,14.85833333,21.7,11.1,C0C460
2008/12/17,0,13.4837963,14.71304348,20.2,12,C0C460
2008/12/18,0,8.075231481,14.85,20.7,10.3,C0C460
2008/12/19,0,9.519675926,15.85833333,21.3,12.6,C0C460
2008/12/20,0,6.233796296,15.9375,22.2,12,C0C460
2008/12/21,0.08,11.3587963,16.77916667,22.6,13,C0C460
2008/12/22,3.31,8.251157407,10.78333333,14.1,9.1,C0C460
2008/12/23,0.12,7.396990741,14.77083333,19.7,10.6,C0C460
2008/12/24,0,9.222222222,15.75416667,19.1,13.5,C0C460
2008/12/25,0.32,10.16550926,14.0125,16.2,12.4,C0C460
2008/12/26,0.42,9.55787037,15.4375,19.5,12.7,C0C460
2008/12/27,0,10.36342593,17.92916667,23.8,13,C0C460
2008/12/28,0.04,6.260416667,17.4,22.4,15.7,C0C460
2008/12/29,5.38,8.08912037,15.99583333,18.2,14.3,C0C460
2008/12/30,25.46,8.388888889,13.475,14.8,11.8,C0C460
2008/12/31,7.31,13.88773148,10.08333333,11.6,8.4,C0C460
2009/1/1,1,14.7037037,7.929166667,10.3,6.4,C0C460
2009/1/2,0,17.11458333,10.15416667,13,7.8,C0C460
2009/1/3,0.04,13.20717593,12.8875,18.8,8.1,C0C460
2009/1/4,0,7.671296296,13.66666667,15.8,11.3,C0C460
2009/1/5,3.17,9.399305556,14.5875,17.5,12,C0C460
2009/1/6,2.76,9.765046296,15.29583333,18.6,13.5,C0C460
2009/1/7,1.63,12.48032407,14.15416667,16.4,13.4,C0C460
2009/1/8,1.17,12.23032407,12.9,14.5,10.2,C0C460
2009/1/9,2.07,8.829861111,7.5625,9.9,5.3,C0C460
2009/1/10,0.17,16.43981481,5.7875,9,3.5,C0C460
2009/1/11,0,9.87037037,9.75,16.7,3.3,C0C460
2009/1/12,0.08,13.93981481,9.220833333,12.7,7.3,C0C460
2009/1/13,0,9.560185185,6.5875,9.6,3.4,C0C460
2009/1/14,0,8.469907407,7.033333333,12.6,2.5,C0C460
2009/1/15,0,7.069444444,10.52916667,14.8,7.2,C0C460
2009/1/16,0,7.510416667,12.99583333,18.7,8.7,C0C460
2009/1/17,0,6.5,14.85,21.8,11,C0C460
2009/1/18,0,9.75,15.45416667,21.5,12.1,C0C460
2009/1/19,0.04,7.569444444,16.70833333,21.7,14.1,C0C460
2009/1/20,0,7.519675926,17.49583333,22.1,15,C0C460
2009/1/21,0,7.040509259,16.09166667,20.4,13.4,C0C460
2009/1/22,0,6.980324074,13.5125,17.5,11.7,C0C460
2009/1/23,1.6,6.760416667,10.24166667,13.3,6.5,C0C460
2009/1/24,1.03,9.989583333,5.4625,6.5,4.6,C0C460
2009/1/25,0.95,5.590277778,9.454166667,12.7,4.8,C0C460
2009/1/26,0.48,7.189814815,11.47083333,13.5,9.7,C0C460
2009/1/27,0.2,9.140046296,13.85416667,16.7,11.9,C0C460
2009/1/28,0,5.909722222,15.4625,21.5,10.3,C0C460
2009/1/29,0.12,7.659722222,15.92083333,21.3,12.6,C0C460
2009/1/30,1.43,7.480324074,12.24166667,15.3,10.5,C0C460
2009/1/31,0.08,10.17013889,14.51666667,19.5,11.2,C0C460
2009/2/1,0,5.459490741,15.7875,20.9,12.9,C0C460
2009/2/2,0,9.670138889,15.9375,21.6,12.4,C0C460
2009/2/3,0,7.170138889,15.975,22.1,12.8,C0C460
2009/2/4,0.04,4.25,15.12916667,18.6,12.8,C0C460
2009/2/5,3.06,8.640046296,15.38333333,19.1,12.6,C0C460
2009/2/6,1.81,7.969907407,15.74583333,18.5,14.3,C0C460
2009/2/7,0.76,7.299768519,16.525,21,13.4,C0C460
